pH of buffer in water/acetonitrile mixtures
2
CH3CN (mole fraction)
pH
12
      0.0000      3.97
      0.0136      4.03
      0.0230      4.10
      0.0352      4.20
      0.0480      4.28
      0.0750      4.47
      0.1067      4.66
      0.1374      4.83
      0.1734      4.99
      0.2139      5.12
      0.2594      5.25
      0.3113      5.37
