Age Ma
1507.000000
1769.000000
1762.000000
1077.000000
1246.000000
943.000000
1776.000000
1453.000000
1129.000000
1875.000000
1847.000000
1792.000000
1286.000000
1870.000000
1798.000000
1811.000000
1806.000000
1016.000000
1590.000000
1798.000000
1834.000000
1794.000000
989.000000
1457.000000
1832.000000
1856.000000
1794.000000
1787.000000
1809.000000
1875.000000
1790.000000
1816.000000
1740.000000
1878.000000
1698.000000
1739.000000
1593.000000
1811.000000
1803.000000
1868.000000
1795.000000
1710.000000
1805.000000
1419.000000
1635.000000
1800.000000
1606.000000
1622.000000
1865.000000
1813.000000
968.000000
1627.000000
1497.000000
1812.000000
1782.000000
1823.000000
1813.000000
1387.000000
1623.000000
