Age Ma
1677.000000
1113.000000
987.000000
2501.000000
500.000000
1655.000000
977.000000
1748.000000
1526.000000
1401.000000
1882.000000
1025.000000
1192.000000
1129.000000
1164.000000
1522.000000
1652.000000
1734.000000
1157.000000
499.000000
1795.000000
486.000000
1475.000000
1791.000000
1331.000000
580.000000
1043.000000
455.000000
1590.000000
1102.000000
1038.000000
561.000000
